compound	BLK_1	PB_PM1	PB_PM10	PB_PM11	PB_PM12	PB_PM2	PB_PM3	PB_PM4	PB_PM5	PB_PM6	PB_PM7	PB_PM8	PB_PM9	PM1_D0	PM1_D10	PM1_D30	PM1_D50	PM10_D0	PM10_D10	PM10_D30	PM10_D50	PM11_D0	PM11_D10	PM11_D30	PM11_D50	PM12_D0	PM12_D10	PM2_D0	PM2_D10	PM2_D30	PM2_D50	PM3_D0	PM3_D10	PM3_D30	PM3_D50	PM4_D0	PM4_D10	PM4_D30	PM4_D50	PM5_D0	PM5_D10	PM5_D30	PM5_D50	PM6_D0	PM6_D10	PM6_D30	PM6_D50	PM7_D0	PM7_D10	PM7_D30	PM7_D50	PM8_D0	PM8_D10	PM8_D30	PM8_D50	PM9_D0	PM9_D10	PM9_D30	PM9_D50	QC2	QC3	QC4	QC5	QC6	QC7
ft690	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	238515	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	218615	NA	NA	NA	NA	56728	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15367	NA	NA	NA	19107	NA	NA	20103	NA	NA
ft670	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31456	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft633	NA	30447	34703	103174	59557	162225	287763	85586	366219	40200	87961	139406	92567	49137	445407	81649	56974	10859	35633	22548	27952	NA	42577	52129	NA	24917	36755	45504	64973	430261	41160	105195	35179	129530	172577	40831	NA	9694	69105	NA	30626	63419	50901	22682	21995	29879	122887	93530	15478	23090	26721	41863	NA	35996	126532	NA	19948	32349	16870	41930	53635	59037	47339	28404	42604
ft642	NA	NA	NA	NA	25130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28625	NA	NA	17661	NA
ft641	NA	27906	NA	151691	19510	136510	151700	70661	168252	103424	86854	124997	110448	26255	136215	52962	18716	25407	26784	29495	24722	16811	48053	20048	14831	22622	24935	35673	37689	157267	23375	33538	22673	27462	33522	38344	17351	29117	39050	36031	25178	32147	24947	33598	21746	25701	25301	21702	33423	35802	27426	56353	170891	29099	87384	33406	25141	21851	NA	34179	43715	47069	47163	29978	41205
ft629	NA	53230	246435	107442	83106	114223	174525	99571	197338	107445	143049	154372	97338	63375	NA	56775	49788	92610	32888	50727	67955	56181	19073	39388	NA	30695	19114	190361	112605	151718	123614	89788	25881	27748	13789	126830	40572	38313	71510	65576	22869	36282	122808	98744	32800	36432	64568	57023	35824	49043	51765	119558	NA	51316	137030	89941	21787	22908	48128	72598	77724	79397	76126	57644	76785
ft644	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	171327	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23385	NA	NA	246641	26492	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft643	NA	NA	27932	NA	30169	81961	122017	43073	NA	21896	48703	NA	NA	NA	NA	NA	NA	31876	NA	19852	19140	NA	NA	21169	NA	20437	NA	NA	NA	NA	NA	NA	NA	21907	NA	23927	NA	26260	21955	37655	NA	NA	NA	23246	29790	NA	42785	24603	NA	NA	13716	45181	NA	26615	18432	22782	17277	NA	NA	20872	18546	NA	15334	18722	15482
ft640	NA	NA	20965	37259	NA	67377	NA	NA	63039	NA	35326	NA	56692	NA	76024	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43694	NA	NA	17826	NA	NA	18686	NA	NA	NA	NA	28787	NA	23056	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17232	18131	17853	NA	14413	18477
ft692	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	105676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10445	NA	NA	NA	10947	NA	16514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft635	NA	62344	51287	221621	110804	212656	507539	147017	632378	88545	152542	276519	206314	NA	399108	140025	20452	14598	10971	27687	NA	NA	26807	43535	NA	NA	NA	45797	NA	454609	75800	NA	23834	16948	13772	29262	NA	NA	23274	19207	NA	77795	77530	NA	12407	25998	16012	NA	NA	NA	17885	26619	NA	19107	29481	NA	14401	28190	NA	65997	68239	72776	76408	50652	71623
ft683	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20783	NA	NA	NA	NA	NA	NA	57233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29871	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft694	NA	NA	NA	NA	NA	NA	422795	NA	NA	NA	NA	NA	177231	NA	NA	NA	NA	NA	NA	NA	NA	29999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43508	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20151
ft651	NA	NA	92676	443601	NA	NA	NA	NA	NA	168907	294396	NA	NA	46511	NA	358392	38814	110731	35995	42218	73533	50026	85646	NA	NA	20397	270336	125213	NA	300938	63794	32171	57282	60803	NA	65196	NA	59489	144003	270149	96802	112830	442353	105151	63582	93894	83963	NA	33699	NA	65904	290441	NA	61770	364110	80793	NA	120538	37560	93832	106704	105415	84116	79425	NA
ft654	NA	122041	NA	NA	207940	371405	1017529	275484	1304944	NA	NA	502224	434104	47106	999245	137605	46943	NA	NA	84299	NA	NA	61632	104249	NA	NA	NA	94867	NA	1091825	200011	NA	NA	31651	18355	NA	14068	NA	NA	NA	NA	174569	168738	NA	NA	NA	NA	NA	NA	12709	NA	NA	NA	33872	NA	22487	NA	NA	NA	NA	155587	165283	156166	NA	174497
ft681	NA	NA	NA	NA	NA	NA	48719	NA	67781	17502	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15167	42868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13294	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft653	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	90713	NA	11669	34445	NA	31485	19473	25426	16610	NA	NA	22839	62516	36594	NA	364574	52495	NA	NA	NA	15707	186344	NA	33780	44604	63504	27250	29580	213945	43850	22125	40449	21757	NA	23617	14194	32361	180613	NA	22197	129358	63666	NA	36700	NA	NA	31294	29039	26808	24241	38439
ft709	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9093	NA	NA	38279	11722	NA	NA	40687	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13934	NA	NA	NA	NA	NA	NA	NA	12802	NA	NA
ft708	NA	14293	NA	54734	21548	NA	163234	37640	183267	19195	NA	61080	57893	NA	NA	NA	NA	NA	NA	14714	NA	NA	NA	16475	NA	NA	NA	21300	NA	128932	10737	NA	NA	NA	NA	16936	NA	NA	NA	51447	NA	30731	NA	NA	NA	14545	NA	NA	NA	NA	NA	19066	NA	NA	12080	NA	NA	19839	NA	NA	NA	NA	NA	NA	NA
ft710	NA	NA	NA	17827	NA	NA	53986	NA	66670	NA	NA	NA	20158	NA	235509	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	48217	NA	NA	222228	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft706	163234	190389	243601	253394	248072	240253	235327	242644	259958	177033	274311	244935	250294	222283	308541	232076	148602	237895	250854	258786	207762	239013	208730	215707	222934	224071	249646	260015	254142	315713	242036	225081	222922	242540	240242	256851	252833	245328	249907	230470	254341	217581	270812	236501	252714	264665	234280	258206	254723	228699	266528	192510	213194	224114	183928	256530	254062	261779	227801	167843	263663	258822	250652	196101	252549
ft711	NA	NA	NA	NA	NA	NA	217071	NA	NA	NA	NA	NA	NA	NA	293537	NA	74236	NA	NA	NA	NA	NA	NA	NA	NA	NA	74685	NA	NA	451517	120841	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	218265	NA	NA	NA	NA	NA	NA	NA	90650	NA	NA	NA
ft714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31572	NA	NA	NA	NA	NA	NA	NA	22527	NA	NA	NA	17053	NA	NA	98964	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft707	NA	NA	NA	25000	NA	28521	NA	22227	231016	12768	NA	NA	49117	17549	NA	29197	NA	103790	NA	18482	89529	75365	NA	21390	NA	NA	104040	51610	NA	NA	37660	NA	64285	NA	NA	251291	NA	22692	30790	126200	38242	NA	91102	26052	NA	17312	54979	NA	19734	NA	40562	278641	NA	NA	112158	196718	NA	NA	23605	58642	70989	NA	NA	36274	41783
ft715	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	61653	NA	NA	NA	NA	NA	NA	NA	NA	59898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14269	NA	NA	NA	NA	NA	NA	NA	NA
ft713	NA	NA	NA	NA	NA	21834	57896	NA	189223	NA	NA	21087	NA	NA	153305	19887	NA	NA	NA	NA	NA	NA	NA	18482	NA	NA	NA	NA	NA	228407	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32148	NA	NA	NA	NA
ft712	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10704	NA	NA	NA	32823	13740	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft716	NA	51386	NA	116662	95905	206360	631492	252832	NA	60451	116014	142705	34738	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55947	NA	NA
ft725	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	92629	NA	NA	117879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36126	NA	168665	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft717	NA	334135	722942	776036	506704	1245663	2785153	1222691	5160314	653847	825764	1264450	1032174	572804	7777002	1338856	110604	6924066	291599	754289	8472171	3743690	168659	411811	36598	822484	162346	2914339	675481	1997987	838860	497022	2341670	937353	478247	15901926	573031	1049738	2159772	9368343	1262418	992754	10200093	4532789	457492	2094224	6850587	767494	1051487	760116	5175612	16949287	521929	1840120	19081880	8422681	310309	596038	2270193	3190889	3487057	3491558	3465586	2574504	3155260
ft722	NA	NA	NA	286057	48332	NA	NA	NA	NA	27630	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	156073	NA	NA	NA	NA	14547	NA	488253	413176	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	383730	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft723	NA	NA	NA	NA	NA	NA	NA	NA	2251229	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	789422	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	881456	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft726	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	111112	NA	NA	NA	NA	NA	NA	NA	NA	NA	14093	NA	38770	NA	NA	159345	65284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	56716	NA	NA	NA	NA	NA	NA	NA	23032	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft719	NA	NA	NA	NA	172577	NA	NA	NA	NA	NA	226772	NA	NA	NA	NA	NA	56835	NA	94210	94799	NA	NA	65695	40755	NA	161991	87411	NA	NA	NA	NA	125426	NA	NA	NA	NA	NA	199336	155505	83465	123254	138147	NA	NA	NA	132400	NA	110059	NA	NA	NA	846334	NA	NA	NA	NA	NA	119417	NA	NA	NA	NA	NA	NA	NA
ft728	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	74412	NA	NA	NA	NA	NA	98744	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft718	NA	79416	117612	127458	65127	274674	222147	135249	NA	143484	164967	234817	526112	56138	NA	38672	10508	73077	25752	28944	25311	42464	15564	9607	NA	54279	27875	347453	131487	68965	34208	76390	123382	68781	213191	59032	NA	57418	46930	57821	39524	30443	618323	NA	71989	57372	16146	23525	98120	20823	40053	35589	167092	22400	108381	59058	37026	46032	NA	87671	70816	99365	83502	NA	92017
ft720	NA	NA	NA	NA	NA	NA	NA	NA	61981	NA	NA	NA	NA	NA	125327	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26219	NA	NA	155901	27241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11445	NA	NA	NA	NA	16941	NA	NA
ft721	NA	82923	111424	226033	NA	326643	491415	190443	652268	173913	NA	234729	NA	NA	359234	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	220818	NA	NA	NA	NA	NA	NA	NA	NA	26304	64835	NA	NA	NA	NA	285230	NA	NA	NA	NA	50166	NA	NA	NA	190920	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	74881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	118014	NA	NA	NA	NA	NA	NA	163125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33388	NA	NA	NA	NA	NA	NA	NA	NA	NA	31451	31176	NA	NA	208060	149862	NA	NA	NA	NA	NA	NA	NA	37275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	245594	37706	NA	NA
ft729	472177	10862733	NA	18319321	13475102	22003928	29604590	20074012	25121136	11193742	20273951	20258210	19788968	7666958	28184078	11940345	3675806	3397772	1056740	1619010	3346421	3238216	1188288	1132596	824634	2450682	1061684	NA	11629574	17512081	10440508	6739618	10084230	6887726	4312007	16798463	6215592	7408655	8065027	9465913	7352134	5704365	13005560	13432224	3588989	10274435	7971897	NA	7799371	6129017	8605821	16479294	3200525	5732952	8575787	5195028	917199	1092835	1775244	11126050	12118570	12100233	11910434	9088723	10494096
ft741	NA	NA	2685896	NA	NA	NA	4604274	NA	NA	NA	NA	3343237	3146845	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3057319	NA	NA	NA	NA	NA	NA	NA	2901152	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1407507	NA	NA	NA	570663	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft745	NA	NA	NA	NA	NA	NA	470966	NA	NA	NA	NA	NA	NA	NA	2053878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	112582	NA	NA	NA	25025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3074904	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft730	NA	185605	510632	431431	365686	NA	532267	124385	637304	287154	347141	317285	277934	NA	NA	NA	71765	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	411869	NA	113714	196138	NA	NA	NA	308663	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	230480	NA	NA	NA	NA
ft733	31847	30482	50200	NA	20730	NA	NA	NA	NA	NA	NA	NA	17899	42973	93969	33691	35497	NA	40954	35357	37878	32431	31696	40909	25248	23543	58587	NA	41716	NA	41691	40567	NA	NA	NA	NA	24265	38937	39690	39727	32720	NA	38604	28444	60782	38524	NA	18315	29954	NA	44108	NA	20910	28504	34981	39574	38175	40119	37372	NA	52459	NA	NA	42372	NA
ft746	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27763	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	79302	NA	NA	NA	NA	NA	19905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25664	NA	NA	NA
ft738	NA	NA	22166	NA	NA	NA	NA	NA	18632	NA	15354	16893	NA	NA	43184	NA	NA	18680	NA	NA	NA	NA	NA	NA	NA	NA	NA	19179	NA	28631	29933	NA	28963	18657	31176	NA	NA	NA	NA	16886	NA	16483	NA	NA	NA	NA	4293	NA	NA	10665	NA	NA	NA	NA	20416	NA	NA	NA	NA	13335	NA	13834	8341	NA	NA
ft740	NA	NA	NA	NA	NA	NA	NA	NA	31797	NA	NA	NA	NA	NA	128043	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	67476	26237	NA	70278	64455	NA	NA	NA	29921	7223	NA	NA	NA	31181	NA	NA	65786	NA	NA	NA	NA	NA	NA	NA	NA	4595	NA	NA	NA	NA	NA	11797	NA	NA	15601	NA	NA	NA	NA
ft737	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24820	NA	NA	13835	45503	NA	NA	NA	NA	NA	NA	NA	26105	NA	NA	19061	NA	NA	200969	NA	NA	54258	NA	NA	NA	48466	29273	NA	NA	NA	NA	165644	NA	25798	203810	NA	NA	41351	20695	NA	NA	11314	15135	NA	17119	18290	NA	18086
ft743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15547	NA	NA	27946	21295	NA	NA	NA	19422	NA	NA	NA	49622	NA	NA	NA	19635	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft744	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	50937	NA	NA	NA	NA	NA	NA	NA	56186	NA	NA	NA	NA	NA
ft736	NA	61945	57600	239202	NA	NA	666491	187935	666643	70464	181819	261246	289664	21601	598368	243101	25121	NA	NA	29124	NA	NA	34849	80441	NA	NA	51555	44785	NA	1324866	92944	NA	NA	NA	NA	65064	NA	NA	NA	NA	NA	38286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18808	NA	NA	NA	NA	NA	75196	81950	NA	88027	50473	89750
ft739	NA	NA	NA	NA	302944	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40354	NA	NA	41191	13987	11127	NA	NA	NA	NA	18984	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35967	45597	NA	NA	59228	28386	NA	35980	16996	NA	36881	NA	26616	NA	NA	NA	66641	10945	NA	NA	40516	NA	NA	151798	NA	5799	NA
ft742	NA	NA	25695	65230	NA	NA	518552	NA	NA	NA	NA	NA	225158	NA	NA	NA	NA	339878	NA	NA	NA	NA	22950	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	131284	90639	NA	NA	NA	NA
ft747	NA	226335	173900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1260029	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft731	2928378	718847	853915	841352	1017111	745593	362413	257062	688307	224277	638481	312358	383906	260951	NA	344922	57482	309520	1506081	299428	396953	357313	189765	244318	53652	162900	205912	379430	2728004	NA	180609	312953	136666	230112	609060	496273	1825901	323100	343303	186432	383326	134652	866181	120939	74021	957058	397362	389225	1065007	177526	678811	278430	1602730	122402	623141	61914	502059	1414153	1366926	370367	178123	529352	221798	140444	NA
ft732	NA	NA	NA	802673	894008	664811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	710778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	589795	NA	NA	NA	NA	NA	NA	659644	NA	NA	NA
ft734	NA	21152	NA	NA	NA	NA	337146	106898	276985	47912	268358	245995	NA	14640	806424	118067	NA	NA	NA	NA	NA	NA	NA	38506	NA	NA	NA	37089	NA	708970	NA	NA	NA	NA	NA	NA	NA	NA	24106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	49238	NA	20523	51297	29489	45306
ft748	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40179	20727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft749	NA	86710	105679	391885	176868	354753	1041547	379062	1341349	198395	467506	NA	479358	47431	1124149	394269	29494	NA	NA	42450	NA	NA	71010	149136	NA	NA	89000	60730	NA	2236941	NA	34571	22323	NA	NA	28813	NA	NA	34350	52843	16886	NA	NA	NA	20835	NA	NA	NA	NA	17715	NA	35596	NA	NA	41272	46305	56376	44891	NA	130232	151503	148511	148993	120375	151971
ft752	NA	NA	NA	NA	106257	NA	NA	NA	NA	NA	NA	162342	NA	NA	NA	129265	NA	29938	NA	NA	26563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34224	NA	NA	23250	NA	NA	NA	NA	NA	NA	NA	131668	NA	NA	NA	NA	NA	NA	57117	NA	NA	58017
ft750	NA	111299	337138	366807	196056	333428	1100599	323035	1524985	189958	326789	453940	412769	111142	1038424	443315	42549	61310	29684	38065	30470	28157	59718	142185	NA	NA	85786	360823	155753	2190498	217790	46683	21214	26992	20596	23266	48048	39994	82068	62541	31884	138970	172263	96012	19660	22516	10701	40401	37337	21061	8877	125488	NA	49011	96451	79430	63152	42120	21324	128649	123788	157879	162263	96116	161232
ft753	NA	NA	NA	NA	NA	NA	134029	27808	68598	NA	40693	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	82070	118417	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22925	NA	NA	NA
ft755	NA	NA	NA	NA	NA	12765	NA	NA	117165	55808	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft751	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	41369	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23996	26052	58529	NA	NA	80758	NA	NA	NA	NA	NA	NA	NA	10669	NA	NA	NA	NA	59787	NA	NA	83689	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft754	NA	NA	NA	13775	NA	NA	22369	NA	34710	NA	NA	NA	37237	NA	40725	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12532	NA	NA	106361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
